epoch,lr,loss,iou,val_loss,val_iou
100,0.001,0.599560151497523,0.74606670175243,0.6286043028036753,0.7704528435858671
100,0.001,0.5639845033486685,0.7786217258744538,0.5515137712160746,0.7705325816534891
100,0.001,0.5416388511657715,0.7856260403452646,0.5512315134207407,0.7702458553237767
100,0.001,0.5293715534110864,0.7867182434718932,0.5477543473243713,0.7703929030172157
100,0.001,0.5217316610117754,0.7868794257897859,0.5485082964102427,0.770337674996478
100,0.001,0.5161386914551258,0.7869133182736038,0.5458227793375651,0.7704696776956818
100,0.001,0.5109680766860644,0.7869244642277081,0.5465041995048523,0.7705066225880787
100,0.001,0.5055100955069065,0.786931280221293,0.5488072236378988,0.770560178355631
100,0.001,0.4989973170061906,0.7869333560890798,0.5492426455020905,0.7705231497902031
100,0.001,0.49035054072737694,0.7869341070270107,0.5553376277287801,0.7705349602388374
100,0.001,0.4782240403195222,0.786939668139004,0.557100514570872,0.7702651262802297
100,0.001,0.4634378266831239,0.7870021151700826,0.5934288203716278,0.7705018557621779
100,0.001,0.44617390135924023,0.7872675683039015,0.5825357437133789,0.7697119557238973
100,0.001,0.4269377502302329,0.788236819500382,0.588259220123291,0.7657078778163781
100,0.001,0.40822136774659157,0.7903682866259766,0.612588514884313,0.7672970729489603
100,0.001,0.38929829001426697,0.7941710552459647,0.6041641533374786,0.7531000898205374
100,0.001,0.3716976121068001,0.7996878709802062,0.6309199829896291,0.7576495267309319
100,0.001,0.3556019167105357,0.8066755623088077,0.6229113737742106,0.7375032478539144
100,0.001,0.3408956564962864,0.8133854280400995,0.6416191260019938,0.7334006401469928
100,0.001,0.32757147525747615,0.8217610214773711,0.6430601676305135,0.6824089348784029
100,0.001,0.32505473246177036,0.8226126826573957,0.6535474260648092,0.7117605098917096
100,0.001,0.3352467430134614,0.8163404101547149,0.6492051482200623,0.7162151225019072
100,0.001,0.31624437868595123,0.8274924723949231,0.7167044878005981,0.7431908879213819
100,0.001,0.3018888620038827,0.837668273822103,0.6752464572588602,0.6447174196315923
100,0.001,0.29076358179251355,0.8445596832369372,0.6975435316562653,0.7351590130154061
100,0.001,0.2794615502158801,0.8519713557573348,0.718945840994517,0.7411022864359674
100,0.001,0.2693621764580409,0.8588564762132784,0.7288725773493449,0.7402320495915813
100,0.001,0.2616821403304736,0.8633687968403073,0.73160653313001,0.7331169671090997
100,0.001,0.2577097850541274,0.8646306083558413,0.7192515035470327,0.707112707377883
100,0.001,0.25651136599481106,0.8647133989469636,0.7078235745429993,0.644311399327176
100,0.001,0.25463140569627285,0.8641075050384067,0.7297719518343607,0.6811021543407693
100,0.001,0.24686448276042938,0.8695713126561423,0.7281146248181661,0.6971098593495667
100,0.001,0.23466308849553266,0.878212457756746,0.7608725229899088,0.7222185322922857
100,0.001,0.2253747501720985,0.8842596045657086,0.8208527465661367,0.7550084846779108
100,0.001,0.22199020038048425,0.8859376993275921,0.8722401261329651,0.7573547158312656
100,0.001,0.21262683595220247,0.8926265589218367,0.8097425401210785,0.7408113242538286
100,0.001,0.20241450890898705,0.9000712940356926,0.7844872077306112,0.7294655871480243
100,0.001,0.1929135744770368,0.9067335715061691,0.7738656500975291,0.6999377881967339
100,0.001,0.18584587052464485,0.9112654734879344,0.7851287921269735,0.7018482266626166
100,0.001,0.1831483362863461,0.911573431972763,0.8027763068675995,0.7078408186180206
100,0.001,0.17973614670336246,0.9128044615696774,0.8038124144077301,0.679649015814409
100,0.001,0.17635514897604784,0.9142781267031173,0.8175766070683798,0.7145443402490597
100,0.001,0.17324683566888174,0.9156304223140328,0.8199392656485239,0.6927898498227124
100,0.001,0.16980558820068836,0.9174497546320798,0.8302163084348043,0.7027329464025337
100,0.001,0.1642362829297781,0.9207688496341376,0.8606608112653097,0.7329837127193826
100,0.001,0.16087022485832372,0.9225265305921009,0.8817805449167887,0.7442667966500768
100,0.001,0.15888401865959167,0.9229715971280186,0.8518834114074707,0.660806231159266
100,0.001,0.15639219370981058,0.9239564502708518,0.8688192665576935,0.7212364440794593
100,0.001,0.1562989658365647,0.9236542984161349,0.8673137227694193,0.6754139016385444
100,0.001,0.15183471764127413,0.9262731802735028,0.8910443484783173,0.7326263484001071
100,0.001,0.14402160421013832,0.9313724570456836,0.8814338346322378,0.7165573719657427
100,0.001,0.1389091763024529,0.934865531281048,0.894600917895635,0.7280374886993949
100,0.001,0.13348855668058,0.938473598529864,0.901061991850535,0.7244267444340876
100,0.001,0.1306207754338781,0.9398678109084067,0.8952519198258718,0.7183603949576893
100,0.001,0.12721067884316048,0.9419255100532791,0.906065950791041,0.7137775580187175
100,0.001,0.12639266500870386,0.9415232608013292,0.909020205338796,0.6997930028806643
100,0.001,0.12748578252891699,0.9398979515482955,0.9230742851893107,0.7170409024136518
100,0.001,0.1263336961468061,0.9402688374807334,0.9276154537995657,0.7178015142143055
100,0.001,0.12685399719824395,0.9391662808077575,0.9354438384373983,0.7164953499901564
100,0.001,0.12275172801067431,0.9418251835159414,0.9593537052472433,0.7380296887722358
