epoch,lr,loss,iou,val_loss,val_iou
100,0.001,0.4743722279866536,0.7142598466510787,0.4821464667717616,0.7767227854862244
100,0.001,0.3635551842550437,0.8492971183648402,0.44857028126716614,0.7327955401707116
100,0.001,0.3154503007729848,0.8882269342728835,0.3200785716374715,0.8490376580706136
100,0.001,0.28371110061804455,0.8922883524095369,0.28734061618645984,0.8829948075521448
100,0.001,0.2587220147252083,0.8963569918063684,0.27546487251917523,0.8742310996188093
100,0.001,0.2392949964851141,0.900966241442028,0.24963888277610144,0.8896786167290461
100,0.001,0.22667372040450573,0.9003130335544162,0.2738035519917806,0.8723615106007783
100,0.001,0.21925722683469454,0.9026197442287106,0.3220375006397565,0.8535989680047193
100,0.001,0.21038544985155264,0.9042941107678208,0.234597514073054,0.8906960970084069
100,0.001,0.20516642555594444,0.905980621214247,0.23914816975593567,0.8783131236908562
100,0.001,0.20258688988784948,0.9060936637045981,0.3516778399546941,0.8548527844048716
100,0.001,0.196241594851017,0.9091461836553658,0.21946272253990173,0.892133757776961
100,0.001,0.19173797282079855,0.9102688644151327,0.22270399580399194,0.8957384738891064
100,0.001,0.18650587958594164,0.9138446653344744,0.2276873141527176,0.8821259908595898
100,0.001,0.18804012052714825,0.9109408095455963,0.2470367948214213,0.8868342144568727
100,0.001,0.1847797247270743,0.9124463509437607,0.2187731390198072,0.8946482121569882
100,0.001,0.18219476069013277,0.9135563661937923,0.2226985146601995,0.8943885215752517
100,0.001,0.18088327472408613,0.9150476496892047,0.23295783251523972,0.8921079363821613
100,0.001,0.17474614394207796,0.9190159385645497,0.2093973010778427,0.8993066217425247
100,0.001,0.17282279208302498,0.919240863445956,0.29956310739119846,0.8756849570014827
100,0.001,0.1739168018102646,0.9188412193045229,0.2221003845334053,0.8933165761575999
100,0.001,0.17428169896205267,0.9184216642340264,0.21238999565442404,0.8999459932868167
100,0.001,0.168026652187109,0.9223209903551747,0.22599941740433374,0.8947821494162134
100,0.001,0.1642490898569425,0.9247711307995278,0.21317760397990546,0.8974825127408973
100,0.001,0.16094557320078215,0.9266229178524633,0.24865326285362244,0.8904949537705079
100,0.001,0.15927155191699663,0.9279864264163472,0.2464613119761149,0.8940357023142607
100,0.001,0.1580496896058321,0.9287369676012247,0.22135998060305914,0.8959783018436355
100,0.001,0.15837499871850014,0.9279580520075764,0.2233355020483335,0.8933863012810934
100,0.001,0.15526126697659492,0.9300308203613749,0.33896489689747494,0.8772031054527036
100,0.001,0.15432886965572834,0.9300662163586981,0.24067772179841995,0.8928042942526604
100,0.001,0.15099732391536236,0.9324088773468645,0.24766871829827627,0.8958754466026545
100,0.001,0.1480809717128674,0.9345473640164775,0.2408447116613388,0.8815988861895853
100,0.001,0.14481973896423975,0.9364940270322583,0.2306604708234469,0.8960246454712738
100,0.001,0.1415725356588761,0.9380165856105926,0.24338906506697336,0.8963239939746739
100,0.001,0.14008192221323648,0.9390823864500142,0.25624942531188327,0.8944463781458638
100,0.001,0.14114067734529576,0.9380612581872959,0.25921429445346195,0.8898886735652521
100,0.001,0.13863093995799622,0.9399499448218243,0.26358405749003094,0.8914882445831845
100,0.001,0.13598247369130453,0.9417374467943294,0.23653397957483926,0.8956000913259645
100,0.001,0.13511479459702969,0.942083711289374,0.2546033188700676,0.8971059048197385
